family,instrument,band_index,energy_w_buildup,energy_w_decay,energy_w_residue,energy_w_shimmer,energy_w_strike,f_centre_hz,f_hi_hz,f_lo_hz,modes_per_band
plate,tamtam_80cm_bronze,16,0.00873718059757336,,0.03429392784024783,0.035867363622108316,0.011666513353248554,1239.484201797112,1321.055402438827,1162.94977763112,24.362006234613172
plate,tamtam_80cm_bronze,17,0.010091929212698808,,0.026366457347676862,0.03779905736311933,0.012979794551908772,1406.3359280729921,1497.1217247495472,1321.055402438827,27.129514506874695
plate,tamtam_80cm_bronze,18,0.012036341023674312,,0.019595780626532812,0.04078831431961752,0.014439685851921775,1592.1401126215692,1693.1890682721116,1497.1217247495472,30.211409942626638
plate,tamtam_80cm_bronze,19,0.01490784966732892,,0.01403262347240483,0.04528949649690532,0.016062285283183396,1799.050003290016,1911.5295361791561,1693.1890682721116,33.64340672186183
plate,tamtam_80cm_bronze,20,0.01908744669539486,,0.009648021023681399,0.051463165756820924,0.017865399538288845,2029.4634099536993,2154.6733411054515,1911.5295361791561,37.46527613249868
plate,tamtam_80cm_bronze,21,0.02487979978010171,,0.006344154785016275,0.05888018489043658,0.019868712312547627,2286.0504961747515,2425.4381262171387,2154.6733411054515,41.721307455236534
plate,tamtam_80cm_bronze,22,0.032341232113052086,,0.003972832176193669,0.06637479930922298,0.022093966294556417,2571.784725619831,2726.9616171356174,2425.4381262171387,46.460821204637064
plate,tamtam_80cm_bronze,23,0.04111760343067272,,0.002358298965172289,0.07221874652031264,0.024565159214004775,2889.9773222733784,3062.7379830990285,2726.9616171356174,51.73874067406122
plate,tamtam_80cm_bronze,24,0.05038345934862574,,0.0013202644244138038,0.07464317001271625,0.027308754166885215,3244.3156440657726,3436.658328728339,3062.7379830990285,57.61622840774429
plate,tamtam_80cm_bronze,25,0.05895617754315914,,0.0006932174547059727,0.07251329005294958,0.03035390418538056,3638.905914797386,3853.0557856320793,3436.658328728339,64.16139497569286
plate,tamtam_80cm_bronze,26,0.06558681631208181,,0.00033929676938109426,0.06581770047461945,0.03373269068481753,4078.320809686421,4316.755726388418,3853.0557856320793,71.4500882649497
plate,tamtam_80cm_bronze,27,0.06933461927663874,,0.0001537790634663958,0.05569926284380916,0.03748037498468862,4567.652446074554,4833.131682803398,4316.755726388418,79.56677243384732
plate,tamtam_80cm_bronze,28,0.06987193101623417,,6.406993497374141e-05,0.04400748127114036,0.0416356615429187,5112.571393434344,5408.167616447384,4833.131682803398,88.60550671489145
plate,tamtam_80cm_bronze,29,0.06758477395202252,,2.434356115759207e-05,0.03262047977350529,0.046240970836659984,5719.392386557584,6048.527263084527,5408.167616447384,98.67103540903435
plate,tamtam_80cm_bronze,30,0.06342740055489585,,8.361657085520994e-06,0.022881804000968484,0.051342718938996695,6395.147503469621,6761.631354584867,6048.527263084527,109.88000170258717
plate,tamtam_80cm_bronze,31,0.05860344395411488,,2.5717345244031303e-06,0.015375692243586288,0.05699159974466512,7147.667656109318,7555.743613196125,6761.631354584867,122.36229937296424
plate,tamtam_80cm_bronze,32,0.054215824779341754,,7.008742297014693e-07,0.010040079262972191,0.06324286444990306,7985.673338139188,8440.066514709539,7555.743613196125,136.26257804732333
plate,tamtam_80cm_bronze,33,0.05101870440106542,,1.6732437432624774e-07,0.006453719107746409,0.0701565912476939,8918.87568152042,9424.847930259928,8440.066514709539,151.74191945763266
plate,tamtam_80cm_bronze,34,0.04933470303623938,,3.455716901158398e-08,0.004112680962259617,0.0777979362108858,9958.08899294587,10521.49988256573,9424.847930259928,168.97970411722068
plate,tamtam_80cm_bronze,35,0.049118300730680166,,6.089992668642236e-09,0.002594507152596688,0.08623735394877165,11115.35607425443,11742.730792801776,10521.49988256573,188.17569005060858
plate,tamtam_80cm_bronze,36,0.05009592682806937,,9.021345818952918e-10,0.0016061479133065634,0.09555077378115145,12404.08777909383,13102.692750631822,11742.730792801776,209.552327665684
plate,tamtam_80cm_bronze,37,0.05190918537380124,,1.1049973696826721e-10,0.0009637495055399096,0.10581971382013472,13839.218423072582,14617.145514022386,13102.692750631822,233.35733759390934
membrane,bassdrum_32in,0,,0.6985232130769975,,,0.00855721714344563,31.070005997851133,48.26726363532532,19.999999999999982,1.0
membrane,bassdrum_32in,1,,0.1651720727512139,,,0.007989349112144054,62.04115804080137,79.74567027716589,48.26726363532532,1.0
membrane,bassdrum_32in,2,,0.11556083573871875,,,0.02941134714490309,95.6807360113951,114.80000371009025,79.74567027716589,4.0
membrane,bassdrum_32in,3,,0.018077769934548907,,,0.03330006863926789,132.8925478326256,153.83648692246896,114.80000371009025,5.0
membrane,bassdrum_32in,4,,0.0024979806180268583,,,0.047414795746121306,174.22138513818598,197.30748957342993,153.83648692246896,8.0
membrane,bassdrum_32in,5,,0.00016029388083650496,,,0.04654110192302625,220.18573768342424,245.71677022503872,197.30748957342993,9.0
membrane,bassdrum_32in,6,,7.643739253261985e-06,,,0.05295318337219929,271.33552007714667,299.62531408868983,245.71677022503872,12.0
membrane,bassdrum_32in,7,,1.8821944124645944e-07,,,0.051410159373000267,328.2721301869142,359.65783393574134,299.62531408868983,14.0
membrane,bassdrum_32in,8,,2.029894114328879e-09,,,0.038611893917906454,391.6601411572962,426.51000950742576,359.65783393574134,13.0
membrane,bassdrum_32in,9,,1.1050963804769403e-11,,,0.027912666432920574,462.2369334140603,500.9565493170786,426.51000950742576,12.0
membrane,bassdrum_32in,10,,1.7610315768964723e-14,,,0.012292616113955889,540.822128965883,583.8601682679283,500.9565493170786,7.0
membrane,bassdrum_32in,11,,3.389992943868803e-16,,,0.15042647324535147,628.3275372521083,676.1815851225036,583.8601682679283,118.28792391451307
membrane,bassdrum_32in,12,,1.8374354350342244e-19,,,0.13363957024874992,725.7679631618286,778.9906556781491,676.1815851225036,152.153196801084
membrane,bassdrum_32in,13,,3.1978603669561513e-23,,,0.11195695102089431,834.2731048009164,893.4787706641346,778.9906556781491,194.76929975631163
membrane,bassdrum_32in,14,,1.5305524801420581e-27,,,0.08785849676643344,955.1007271246142,1020.9726620319176,893.4787706641346,248.30782592923887
membrane,bassdrum_32in,15,,1.6881812047683561e-32,,,0.0640814338125257,1089.651288384257,1162.94977763112,1020.9726620319176,315.469763646536
membrane,bassdrum_32in,16,,3.508149778485996e-38,,,0.04304645068887369,1239.484201797112,1321.055402438827,1162.94977763112,399.61351837998023
membrane,bassdrum_32in,17,,1.0918039965518708e-44,,,0.02635259700020535,1406.3359280729921,1497.1217247495472,1321.055402438827,504.9137754221
membrane,bassdrum_32in,18,,3.918251237301841e-52,,,0.014525356995623137,1592.1401126215692,1693.1890682721116,1497.1217247495472,636.5586203344786
membrane,bassdrum_32in,19,,1.2040836763842511e-60,,,0.007109052342467211,1799.050003290016,1911.5295361791561,1693.1890682721116,800.994116286357
membrane,bassdrum_32in,20,,2.257768595933185e-70,,,0.0030406876360189747,2029.4634099536993,2154.6733411054515,1911.5295361791561,1006.2277475418355
membrane,bassdrum_32in,21,,1.7565149648994944e-81,,,0.0011161350539876183,2286.0504961747515,2425.4381262171387,2154.6733411054515,1262.2048793586973
membrane,bassdrum_32in,22,,3.6552607398322165e-94,,,0.0003443829139090809,2571.784725619831,2726.9616171356174,2425.4381262171387,1581.2757838985121
membrane,bassdrum_32in,23,,1.234505204490895e-108,,,8.723230171993076e-05,2889.9773222733784,3062.7379830990285,2726.9616171356174,1978.774997497121
membrane,bassdrum_32in,24,,3.832088760499803e-125,,,1.7657124110409443e-05,3244.3156440657726,3436.658328728339,3062.7379830990285,2473.740002850463
membrane,bassdrum_32in,25,,5.72437996664077e-144,,,2.769717877409053e-06,3638.905914797386,3853.0557856320793,3436.658328728339,3089.8027134508534
membrane,bassdrum_32in,26,,1.9705296386612755e-165,,,3.2511550596264653e-07,4078.320809686421,4316.755726388418,3853.0557856320793,3856.295278458315
membrane,bassdrum_32in,27,,6.76237497436117e-190,,,2.7443171741763515e-08,4567.652446074554,4833.131682803398,4316.755726388418,4809.6216980022555
membrane,bassdrum_32in,28,,8.916393783222616e-218,,,1.591984668253831e-09,5112.571393434344,5408.167616447384,4833.131682803398,5994.959105343115
membrane,bassdrum_32in,29,,1.5263770127904485e-249,,,6.027564146908741e-11,5719.392386557584,6048.527263084527,5408.167616447384,7468.367908385463
membrane,bassdrum_32in,30,,9.87084832223393e-286,,,1.4045473718138352e-12,6395.147503469621,6761.631354584867,6048.527263084527,9299.409001778535
membrane,bassdrum_32in,31,,0.0,,,1.884050892812903e-14,7147.667656109318,7555.743613196125,6761.631354584867,11574.389846552269
membrane,bassdrum_32in,32,,0.0,,,1.3482574053132278e-16,7985.673338139188,8440.066514709539,7555.743613196125,14400.390463507132
membrane,bassdrum_32in,33,,0.0,,,4.720409865578107e-19,8918.87568152042,9424.847930259928,8440.066514709539,17910.256659318373
membrane,bassdrum_32in,34,,0.0,,,7.327044092827979e-22,9958.08899294587,10521.49988256573,9424.847930259928,22268.792786946247
membrane,bassdrum_32in,35,,0.0,,,4.507481247029633e-25,11115.35607425443,11742.730792801776,10521.49988256573,27680.44212583591
membrane,bassdrum_32in,36,,0.0,,,9.673738114021489e-29,12404.08777909383,13102.692750631822,11742.730792801776,34398.812146018834
membrane,bassdrum_32in,37,,0.0,,,6.26425812645669e-33,13839.218423072582,14617.145514022386,13102.692750631822,42738.48770986194
membrane,bassdrum_28in,0,,0.7476222528391705,,,0.015486972746089811,31.070005997851133,48.26726363532532,19.999999999999982,1.0
membrane,bassdrum_28in,1,,0.17678198064803052,,,0.014459237142713272,62.04115804080137,79.74567027716589,48.26726363532532,1.0
membrane,bassdrum_28in,2,,0.061841790464188126,,,0.026614536246037865,95.6807360113951,114.80000371009025,79.74567027716589,2.0
membrane,bassdrum_28in,3,,0.011609071393840042,,,0.036160161427312175,132.8925478326256,153.83648692246896,114.80000371009025,3.0
membrane,bassdrum_28in,4,,0.002005172335975002,,,0.06435897650827167,174.22138513818598,197.30748957342993,153.83648692246896,6.0
membrane,bassdrum_28in,5,,0.00013343625689275432,,,0.06551280184260509,220.18573768342424,245.71677022503872,197.30748957342993,7.0
membrane,bassdrum_28in,6,,6.135761976469569e-06,,,0.07187656576519923,271.33552007714667,299.62531408868983,245.71677022503872,9.0
membrane,bassdrum_28in,7,,1.5828162703451758e-07,,,0.07310508412362178,328.2721301869142,359.65783393574134,299.62531408868983,11.0
membrane,bassdrum_28in,8,,2.0054537683573297e-09,,,0.06450494059431819,391.6601411572962,426.51000950742576,359.65783393574134,12.0
membrane,bassdrum_28in,9,,1.2813378032663487e-11,,,0.054726467163351784,462.2369334140603,500.9565493170786,426.51000950742576,13.0
membrane,bassdrum_28in,10,,3.231109870143709e-14,,,0.03813831547142904,540.822128965883,583.8601682679283,500.9565493170786,12.0
membrane,bassdrum_28in,11,,2.453859813543857e-17,,,0.018412291103106087,628.3275372521083,676.1815851225036,583.8601682679283,8.0
membrane,bassdrum_28in,12,,3.877516346214809e-21,,,0.004768801277195153,725.7679631618286,778.9906556781491,676.1815851225036,3.0
membrane,bassdrum_28in,13,,2.3768314263369358e-23,,,0.14070921884244067,834.2731048009164,893.4787706641346,778.9906556781491,135.25645816410525
membrane,bassdrum_28in,14,,1.1375935209836086e-27,,,0.11042191070716784,955.1007271246142,1020.9726620319176,893.4787706641346,172.43599022863808
membrane,bassdrum_28in,15,,1.254752140620841e-32,,,0.08053853210401615,1089.651288384257,1162.94977763112,1020.9726620319176,219.07622475453888
membrane,bassdrum_28in,16,,2.607456137848563e-38,,,0.05410144162679678,1239.484201797112,1321.055402438827,1162.94977763112,277.5093877638751
membrane,bassdrum_28in,17,,8.114907321218672e-45,,,0.03312034942499027,1406.3359280729921,1497.1217247495472,1321.055402438827,350.6345662653472
membrane,bassdrum_28in,18,,2.9122668310771494e-52,,,0.018255692189047497,1592.1401126215692,1693.1890682721116,1497.1217247495472,442.054597454499
membrane,bassdrum_28in,19,,8.949433663651405e-61,,,0.008934766378479696,1799.050003290016,1911.5295361791561,1693.1890682721116,556.2459140877478
membrane,bassdrum_28in,20,,1.6781018357341543e-70,,,0.0038215830112080158,2029.4634099536993,2154.6733411054515,1911.5295361791561,698.7692691262746
membrane,bassdrum_28in,21,,1.305541671720366e-81,,,0.001402775710995855,2286.0504961747515,2425.4381262171387,2154.6733411054515,876.5311662213173
membrane,bassdrum_28in,22,,2.7167973585283e-94,,,0.00043282574558310986,2571.784725619831,2726.9616171356174,2425.4381262171387,1098.1081832628556
membrane,bassdrum_28in,23,,9.175543736462017e-109,,,0.0001096348991368013,2889.9773222733784,3062.7379830990285,2726.9616171356174,1374.1493038174447
membrane,bassdrum_28in,24,,2.848225985282171e-125,,,2.2191745290706044e-05,3244.3156440657726,3436.658328728339,3062.7379830990285,1717.875001979488
membrane,bassdrum_28in,25,,4.25468427001895e-144,,,3.4810240488903386e-06,3638.905914797386,3853.0557856320793,3436.658328728339,2145.6963287853146
membrane,bassdrum_28in,26,,1.4646095308271812e-165,,,4.0861017078815625e-07,4078.320809686421,4316.755726388418,3853.0557856320793,2677.982832262718
membrane,bassdrum_28in,27,,5.026181105910825e-190,,,3.449100054200138e-08,4567.652446074554,4833.131682803398,4316.755726388418,3340.0150680571214
membrane,bassdrum_28in,28,,6.62717020810102e-218,,,2.000830828604226e-09,5112.571393434344,5408.167616447384,4833.131682803398,4163.166045377163
membrane,bassdrum_28in,29,,1.1344900765294669e-249,,,7.575535372305254e-11,5719.392386557584,6048.527263084527,5408.167616447384,5186.36660304546
membrane,bassdrum_28in,30,,7.336575023512437e-286,,,1.7652567501435799e-12,6395.147503469621,6761.631354584867,6048.527263084527,6457.922917901758
membrane,bassdrum_28in,31,,0.0,,,2.36790415396031e-14,7147.667656109318,7555.743613196125,6761.631354584867,8037.770726772408
membrane,bassdrum_28in,32,,0.0,,,1.694510654052687e-16,7985.673338139188,8440.066514709539,7555.743613196125,10000.271155213286
membrane,bassdrum_28in,33,,0.0,,,5.9326837569708985e-19,8918.87568152042,9424.847930259928,8440.066514709539,12437.678235637757
membrane,bassdrum_28in,34,,0.0,,,9.208741764801493e-22,9958.08899294587,10521.49988256573,9424.847930259928,15464.439435379338
membrane,bassdrum_28in,35,,0.0,,,5.6650717926225265e-25,11115.35607425443,11742.730792801776,10521.49988256573,19222.52925405271
membrane,bassdrum_28in,36,,0.0,,,1.2158102921687056e-28,12404.08777909383,13102.692750631822,11742.730792801776,23888.06399029086
membrane,bassdrum_28in,37,,0.0,,,7.873016008060374e-33,13839.218423072582,14617.145514022386,13102.692750631822,29679.505354070792
